folio,upm,estrato,hs04_0060,hs04_0061,hs04_0061_cod,hs04_0062,hs04_0062_cod,hs04_0063,hs04_0064,hs04_0064_cod,hs04_0065,hs04_0065_cod,hs04_0066,hs04_0067,hs04_0067_cod,hs04_0068,hs04_0069,hs04_0070,hs04_0070_cod,hs04_0071,hs04_0072,hs04_0073,hs04_0074,hs04_0075,hs04_0076,hs04_0076_cod,hs04_0077,hs04_0078,hs04_0079,hs04_0080_1_cod,hs04_0080_2_cod,hs04_0080_3_cod,hs04_0080_4_cod,hs04_0080_5_cod,hs04_0080_6_cod,hs04_0080_X_cod,hs04_0081_01,hs04_0081_02,hs04_0081_03,hs04_0081_04,hs04_0081_05,hs04_0081_06,hs04_0081_07,hs04_0081_08,hs04_0081_09,hs04_0081_10,hs04_0081_11,hs04_0081_12,hs04_0081_13,hs04_0081_14,hs04_0081_15,hs04_0081_16,hs04_0081_17,hs04_0081_X_cod,hs04_0082,hs04_0083,hs04_0083_cod,hs04_0084,hs04_0085_01,hs04_0085_02,hs04_0085_03,hs04_0085_04,hs04_0086,hs04_0087,hs05_0088,hs05_0089,ponderadorhviv,area,region,departamento,qriqueza,cviv
552-006597-D-0021,552-006597-D,522,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,4. PAJA/ CAÑA/ PALMA/ BARRO,,1. TIERRA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,2. UNAS POCAS HORAS DIARIAS,2. NO,,,,1. LEÑA,,2. NO,2.0,0.0,1. CON PERROS,,,1.  CON GALLINAS,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,21:27,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.8876767436499949,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
552-006597-D-0031,552-006597-D,522,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,2. ADOBE/ TAPIAL,,2. NO,4. PAJA/ CAÑA/ PALMA/ BARRO,,1. TIERRA,,2. NO,10. RÍO/ACEQUIA/VERTIENTE NO PROTEGIDA,,15.0,2. NO LA TRATA,,,1. TODO EL TIEMPO,2. NO,,,,1. LEÑA,,2. NO,3.0,0.0,1. CON PERROS,1.  CON GATOS,,1.  CON GALLINAS,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,20:11,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.8876767436499949,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
552-006597-D-0081,552-006597-D,522,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,4. PAJA/ CAÑA/ PALMA/ BARRO,,1. TIERRA,,2. NO,3. PILETA PÚBLICA,,15.0,2. NO LA TRATA,,,3. ALGUNOS DÍAS A LA SEMANA,2. NO,,,,1. LEÑA,,2. NO,2.0,0.0,1. CON PERROS,,,,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,20:02,5. NINGUNA SAL,,0.8876767436499949,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
552-006597-D-0051,552-006597-D,522,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,4. PAJA/ CAÑA/ PALMA/ BARRO,,1. TIERRA,,2. NO,3. PILETA PÚBLICA,,10.0,1. SI,1. HIERVE,,3. ALGUNOS DÍAS A LA SEMANA,2. NO,,,,1. LEÑA,,2. NO,2.0,0.0,1. CON PERROS,,,,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,22:01,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.8876767436499949,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
512-000437-A-0091,512-000437-A,512,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,3.0,3.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,04:29,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.39327988542177245,1. Urbana,1. Altiplano,5. Potosí,4. CUARTO QUINTIL,1. CALIDAD ALTA
512-000437-A-0191,512-000437-A,512,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,3. ALGUNOS DÍAS A LA SEMANA,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,3.0,3.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,1. SI,2. NO,1. SI,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,1. SI,10:01,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.39327988542177245,1. Urbana,1. Altiplano,5. Potosí,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
512-000437-A-0221,512-000437-A,512,1. CASA,4. ANTICRETICO,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,3. ALGUNOS DÍAS A LA SEMANA,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,4.0,3.0,1. CON PERROS,,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,1. SI,12:46,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.39327988542177245,1. Urbana,1. Altiplano,5. Potosí,4. CUARTO QUINTIL,1. CALIDAD ALTA
512-000437-A-0211,512-000437-A,512,1. CASA,1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,2. NO,2.0,2.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,1. SI,03:20,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.39327988542177245,1. Urbana,1. Altiplano,5. Potosí,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
514-001247-A-0281,514-001247-A,514,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,2. ADOBE/ TAPIAL,,1. SI,1. CALAMINA O PLANCHA,,3. MACHIHEMBRE / PARQUET,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,3.0,1.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,2. NO,1. SI,2. NO,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,02:14,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.48708922607494687,1. Urbana,1. Altiplano,5. Potosí,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
514-001247-A-0371,514-001247-A,514,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,2.0,1.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,23:02,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.48708922607494687,1. Urbana,1. Altiplano,5. Potosí,4. CUARTO QUINTIL,1. CALIDAD ALTA
514-001247-A-0311,514-001247-A,514,1. CASA,1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,3. MACHIHEMBRE / PARQUET,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,2. NO,3.0,2.0,1. CON PERROS,,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,1. SI,07:24,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.48708922607494687,1. Urbana,1. Altiplano,5. Potosí,4. CUARTO QUINTIL,1. CALIDAD ALTA
514-001247-A-0341,514-001247-A,514,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,2. NO,1.0,1.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,2. NO,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,1. SI,22:13,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.48708922607494687,1. Urbana,1. Altiplano,5. Potosí,5. QUINTIL SUPERIOR,0. CALIDAD MEDIA
513-001034-A-0321,513-001034-A,513,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,4.0,4.0,1. CON PERROS,,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,00:34,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.34237085742315,1. Urbana,1. Altiplano,5. Potosí,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
513-001034-A-0261,513-001034-A,513,1. CASA,1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,4.0,3.0,1. CON PERROS,,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,01:00,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.34237085742315,1. Urbana,1. Altiplano,5. Potosí,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
513-001034-A-0281,513-001034-A,513,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,3. ALGUNOS DÍAS A LA SEMANA,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,5.0,3.0,,1.  CON GATOS,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,,2. NO,1. LA DEPOSITAN EN EL BASURERO PÚBLICO O CONTENEDOR,,2. NO,,,,,1. SI,01:31,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.34237085742315,1. Urbana,1. Altiplano,5. Potosí,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
513-001034-A-0301,513-001034-A,513,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,2.0,1.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,1. SI,2. NO,1. SI,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,02:06,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.34237085742315,1. Urbana,1. Altiplano,5. Potosí,4. CUARTO QUINTIL,1. CALIDAD ALTA
514-001638-A-0121,514-001638-A,514,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,2. NO,2.0,1.0,1. CON PERROS,,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,05:31,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.521881313651729,1. Urbana,1. Altiplano,5. Potosí,4. CUARTO QUINTIL,1. CALIDAD ALTA
514-001638-A-0141,514-001638-A,514,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,2.0,2.0,1. CON PERROS,,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,00:02,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.521881313651729,1. Urbana,1. Altiplano,5. Potosí,4. CUARTO QUINTIL,1. CALIDAD ALTA
514-001638-A-0171,514-001638-A,514,4. CUARTO(S) O HABITACION(ES) SUELTA(S),1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,3. ALGUNOS DÍAS A LA SEMANA,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,2. NO,1.0,1.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,1. SI,2. NO,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,09:27,5. NINGUNA SAL,,0.521881313651729,1. Urbana,1. Altiplano,5. Potosí,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
514-001638-A-0131,514-001638-A,514,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,2.0,2.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,22:19,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.521881313651729,1. Urbana,1. Altiplano,5. Potosí,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
512-000298-A-0011,512-000298-A,512,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,4. GAS NATURAL POR RED (CAÑERIA),,2. NO,1.0,0.0,1. CON PERROS,,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,21:10,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.3754035269935101,1. Urbana,1. Altiplano,5. Potosí,3. QUINTIL INTERMEDIO,0. CALIDAD MEDIA
512-000298-A-0041,512-000298-A,512,4. CUARTO(S) O HABITACION(ES) SUELTA(S),1. ALQUILADA,,2. ADOBE/ TAPIAL,,1. SI,1. CALAMINA O PLANCHA,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,2. NO,1.0,1.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,1. SI,20:58,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.3754035269935101,1. Urbana,1. Altiplano,5. Potosí,3. QUINTIL INTERMEDIO,0. CALIDAD MEDIA
512-000298-A-0031,512-000298-A,512,4. CUARTO(S) O HABITACION(ES) SUELTA(S),1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,3. GAS LICUADO (GARRAFA),,1. SI,1.0,1.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,21:28,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.3754035269935101,1. Urbana,1. Altiplano,5. Potosí,4. CUARTO QUINTIL,1. CALIDAD ALTA
512-000298-A-0021,512-000298-A,512,4. CUARTO(S) O HABITACION(ES) SUELTA(S),6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,2.0,1.0,1. CON PERROS,,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,22:02,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.3754035269935101,1. Urbana,1. Altiplano,5. Potosí,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
